age_Gyr,M_Msun,T_eff_K,L_Lsun,log_g,R_Gcm,D,Li,J,H,Ks,Lprime,Mprime,clio_3.9,new_Lprime
0.2,0.8,4824.0,-0.61,4.63,49.89,0.0,0.0043,4.849,4.342,4.257,4.213,4.297,4.3979631685717555,4.359442216084134
0.2,0.9,5207.0,-0.37,4.57,56.42,0.0,0.0817,4.37,3.956,3.89,3.857,3.918,4.03156876178733,3.992531188622048
0.2,1.0,5567.0,-0.15,4.52,63.64,0.0,0.307,3.938,3.593,3.541,3.519,3.56,3.7160153293448674,3.676512300487511
0.2,1.1,5895.0,0.06,4.45,71.81,0.0,0.574,3.536,3.247,3.205,3.189,3.214,3.3702878256715807,3.330406804348891
0.2,1.2,6177.0,0.24,4.38,81.24,0.0,0.77,3.163,2.915,2.879,2.868,2.877,3.047494321869515,3.0074929239098753
0.2,1.3,6456.0,0.42,4.32,90.59,0.0,0.88,2.829,2.62,2.589,2.581,2.579,2.7605547939924904,2.7206219290886864
0.2,1.4,6766.0,0.57,4.28,98.57,0.0,0.938,2.547,2.377,2.351,2.346,2.34,2.5282319473049992,2.4885080104725463
0.3,0.03,1320.0,-4.48,4.82,7.72,0.0,1.0,14.099,13.061,12.614,11.197,12.042,10.886567248249392,11.326005269656417
0.3,0.04,1667.0,-4.09,4.97,7.57,0.0,1.0,13.65,12.453,11.466,10.206,10.836,10.14921598209641,10.301804138524487
0.3,0.07,2519.0,-3.31,5.14,8.2,0.0,0.0,10.784,10.291,9.95,9.367,9.709,9.408598934842622,9.513053952835408
0.3,0.072,2552.0,-3.28,5.14,8.28,0.0,0.0,10.721,10.225,9.885,9.317,9.632,9.352758498086457,9.452584908404733
0.3,0.075,2594.0,-3.24,5.15,8.38,0.0,0.0,10.637,10.139,9.801,9.252,9.531,9.301684709380533,9.395857402582987
0.3,0.08,2660.0,-3.17,5.16,8.59,0.0,0.0,10.492,9.999,9.666,9.143,9.378,9.20808598563804,9.293990677219048
0.3,0.09,2782.0,-3.04,5.16,9.08,0.0,0.0,10.231,9.72,9.395,8.915,9.079,8.989396037636581,9.059393554012757
0.3,0.1,2874.0,-2.94,5.16,9.58,0.0,0.0,10.008,9.493,9.18,8.731,8.87,8.815017953407313,8.878822342477859
0.3,0.2,3261.0,-2.32,5.05,15.31,0.0,0.0,8.61,8.065,7.796,7.456,7.507,7.559128525475867,7.592531581038823
0.3,0.3,3415.0,-1.99,4.98,20.36,0.0,0.0,7.855,7.295,7.042,6.742,6.784,6.860741009182351,6.88277802493078
0.3,0.4,3528.0,-1.73,4.91,25.53,0.0,0.0,7.261,6.685,6.444,6.177,6.225,6.30928309399668,6.32140314668254
0.3,0.5,3689.0,-1.46,4.81,31.94,0.0,0.0,6.633,6.028,5.807,5.588,5.653,5.729790333009825,5.726416278159382
0.3,0.6,3971.0,-1.17,4.73,38.56,0.0,0.0,6.007,5.361,5.185,5.042,5.137,5.21407417854367,5.191639291177259
0.3,0.7,4388.0,-0.88,4.67,44.33,0.0,0.0,5.39,4.765,4.649,4.586,4.695,4.757014385856445,4.720359273844331
0.3,0.8,4822.0,-0.61,4.63,50.01,0.0,0.004,4.844,4.338,4.253,4.209,4.292,4.398458375917049,4.3599405037497965
0.3,0.9,5209.0,-0.37,4.57,56.57,0.0,0.0812,4.363,3.949,3.883,3.85,3.911,4.031126798158128,3.9920862381695925
0.3,1.0,5572.0,-0.14,4.51,63.79,0.0,0.307,3.93,3.586,3.535,3.513,3.554,3.6900851143618536,3.6505788948499633
0.3,1.1,5898.0,0.06,4.45,72.07,0.0,0.574,3.527,3.238,3.196,3.18,3.205,3.3697002450762694,3.3298182738723234
0.3,1.2,6179.0,0.25,4.38,81.62,0.0,0.77,3.152,2.905,2.869,2.857,2.866,3.0471257557563813,3.007124117131941
0.3,1.3,6456.0,0.42,4.32,91.16,0.0,0.88,2.816,2.606,2.575,2.567,2.566,2.7605547939924904,2.7206219290886864
0.3,1.4,6761.0,0.58,4.27,99.43,0.0,0.938,2.53,2.359,2.333,2.328,2.322,2.5041170743649017,2.4644003246894237
0.4,0.04,1495.0,-4.31,4.99,7.37,0.0,1.0,13.998,12.843,12.018,10.856,11.589,10.826927671871191,11.002241463603111
0.4,0.05,1836.0,-3.96,5.1,7.29,0.0,0.957,12.73,11.837,11.207,10.175,10.818,10.200784940261904,10.349444613632247
0.4,0.07,2419.0,-3.43,5.2,7.69,0.0,0.0,11.066,10.572,10.239,9.597,10.052,9.637222538386856,9.754670076879325
0.4,0.072,2457.0,-3.4,5.2,7.76,0.0,0.0,10.99,10.494,10.161,9.541,9.961,9.575745272325298,9.688024901848625
0.4,0.075,2508.0,-3.35,5.21,7.86,0.0,0.0,10.89,10.393,10.06,9.468,9.84,9.516052958648563,9.621812187445377
0.4,0.08,2594.0,-3.27,5.21,8.09,0.0,0.0,10.715,10.213,9.881,9.329,9.62,9.38128193783865,9.47534707700385
0.4,0.09,2726.0,-3.13,5.21,8.55,0.0,0.0,10.412,9.918,9.594,9.094,9.297,9.156875064674622,9.234891729268831
0.4,0.1,2844.0,-3.0,5.2,9.15,0.0,0.0,10.142,9.626,9.311,8.852,9.002,8.933976914197844,8.99956640236956
0.4,0.2,3260.0,-2.32,5.06,15.22,0.0,0.0,8.623,8.078,7.809,7.469,7.52,7.5848084805563465,7.618195461122568
0.4,0.3,3415.0,-1.99,4.98,20.34,0.0,0.0,7.858,7.298,7.044,6.744,6.786,6.860741009182351,6.88277802493078
0.4,0.4,3526.0,-1.73,4.91,25.66,0.0,0.0,7.252,6.676,6.435,6.168,6.215,6.310441043180823,6.322742539177103
0.4,0.5,3685.0,-1.46,4.81,32.03,0.0,0.0,6.63,6.025,5.804,5.584,5.649,5.731799886272205,5.72877644675699
0.4,0.6,3969.0,-1.17,4.73,38.64,0.0,0.0,6.005,5.358,5.182,5.038,5.133,5.214888424715051,5.192568536624588
0.4,0.7,4387.0,-0.87,4.67,44.41,0.0,0.0,5.386,4.762,4.645,4.583,4.691,4.757291437110619,4.720648306596516
0.4,0.8,4821.0,-0.61,4.63,50.1,0.0,0.0036,4.841,4.334,4.249,4.205,4.288,4.398706064315009,4.360189733365408
0.4,0.9,5210.0,-0.36,4.57,56.68,0.0,0.0807,4.358,3.945,3.879,3.846,3.907,4.030905883790453,3.991863831304871
0.4,1.0,5574.0,-0.14,4.51,63.94,0.0,0.307,3.925,3.581,3.53,3.507,3.548,3.6896693268655234,3.6501592197490274
0.4,1.1,5901.0,0.06,4.44,72.4,0.0,0.574,3.515,3.228,3.186,3.169,3.194,3.344198133217216,3.3043221103914897
0.4,1.2,6181.0,0.25,4.37,82.12,0.0,0.77,3.138,2.891,2.855,2.844,2.853,3.0218546695028166,2.981859635108353
0.4,1.3,6453.0,0.43,4.31,91.73,0.0,0.88,2.803,2.593,2.563,2.554,2.553,2.736212532318837,2.696280670875348
0.4,1.4,6750.0,0.58,4.27,100.33,0.0,0.938,2.514,2.342,2.316,2.31,2.305,2.505858833381798,2.466150742253989
0.5,0.04,1388.0,-4.45,5.01,7.24,0.0,1.0,14.115,13.02,12.417,11.151,12.053,10.9554305941347,11.311940057915123
0.5,0.05,1698.0,-4.12,5.12,7.1,0.0,0.947,13.582,12.445,11.517,10.323,10.965,10.32726106332287,10.469267022344864
0.5,0.075,2435.0,-3.44,5.25,7.51,0.0,0.0,11.091,10.594,10.269,9.632,10.093,9.673588433884255,9.788601933096327
0.5,0.08,2539.0,-3.34,5.25,7.76,0.0,0.0,10.875,10.375,10.046,9.466,9.82,9.522355108450144,9.623716978902358
0.5,0.09,2696.0,-3.18,5.24,8.29,0.0,0.0,10.506,10.022,9.699,9.187,9.412,9.25322388360279,9.334706017467415
0.5,0.1,2828.0,-3.03,5.22,8.93,0.0,0.0,10.213,9.696,9.38,8.915,9.072,8.994054073000337,9.060500033792332
0.5,0.2,3260.0,-2.32,5.06,15.21,0.0,0.0,8.624,8.079,7.811,7.47,7.522,7.5848084805563465,7.618195461122568
0.5,0.3,3415.0,-1.99,4.98,20.34,0.0,0.0,7.857,7.297,7.044,6.744,6.786,6.860741009182351,6.88277802493078
0.5,0.4,3524.0,-1.73,4.9,25.77,0.0,0.0,7.244,6.669,6.428,6.159,6.207,6.2863257805194745,6.2987737081639565
0.5,0.5,3682.0,-1.46,4.81,32.09,0.0,0.0,6.628,6.023,5.802,5.581,5.646,5.733309495856519,5.730549946222593
0.5,0.6,3968.0,-1.17,4.73,38.7,0.0,0.0,6.002,5.355,5.179,5.035,5.13,5.21529577690628,5.193033457759856
0.5,0.7,4386.0,-0.87,4.67,44.47,0.0,0.0,5.384,4.759,4.643,4.58,4.688,4.757568559079013,4.720937416312311
0.5,0.8,4821.0,-0.6,4.62,50.18,0.0,0.0033,4.838,4.331,4.246,4.202,4.285,4.3737615801796235,4.335253028966732
0.5,0.9,5211.0,-0.36,4.57,56.81,0.0,0.0801,4.353,3.94,3.874,3.841,3.902,4.030685014363005,3.9916414699895952
0.5,1.0,5576.0,-0.14,4.51,64.08,0.0,0.307,3.919,3.575,3.524,3.502,3.543,3.6892536985359077,3.6497397068045516
0.5,1.1,5904.0,0.07,4.44,72.64,0.0,0.574,3.507,3.22,3.178,3.162,3.186,3.3436407111596074,3.303760963590696
0.5,1.2,6182.0,0.26,4.37,82.5,0.0,0.77,3.127,2.881,2.845,2.833,2.842,3.0216704793438236,2.9816753235872353
0.5,1.3,6451.0,0.43,4.31,92.32,0.0,0.88,2.79,2.58,2.549,2.541,2.539,2.736573986530546,2.6966397755379212
0.5,1.4,6742.0,0.59,4.26,101.27,0.0,0.938,2.496,2.323,2.297,2.291,2.286,2.482282576555696,2.4425760465816184
0.6,0.04,1343.0,-4.52,5.02,7.13,0.0,1.0,14.158,13.149,12.728,11.34,12.218,11.035945151774907,11.485918242217599
0.6,0.05,1584.0,-4.25,5.13,6.99,0.0,0.94,14.096,12.887,11.924,10.634,11.202,10.620128627576253,10.76526476526875
0.6,0.06,1972.0,-3.88,5.22,6.93,0.0,0.0003,12.331,11.631,11.176,10.214,10.847,10.20468120641236,10.35146551617123
0.6,0.08,2492.0,-3.4,5.27,7.53,0.0,0.0,11.005,10.505,10.18,9.575,9.986,9.607527812709515,9.71518109367877
0.6,0.09,2676.0,-3.21,5.26,8.14,0.0,0.0,10.575,10.087,9.764,9.245,9.485,9.3176018504716,9.401384382263934
0.6,0.1,2818.0,-3.05,5.23,8.82,0.0,0.0,10.252,9.734,9.418,8.949,9.111,9.02538695680705,9.09236307536919
0.6,0.2,3260.0,-2.32,5.06,15.21,0.0,0.0,8.625,8.08,7.812,7.471,7.522,7.5848084805563465,7.618195461122568
0.6,0.3,3415.0,-1.99,4.98,20.35,0.0,0.0,7.857,7.297,7.043,6.743,6.785,6.860741009182351,6.88277802493078
0.6,0.4,3522.0,-1.73,4.9,25.86,0.0,0.0,7.238,6.662,6.421,6.153,6.2,6.287485911466519,6.3001160300502725
0.6,0.5,3681.0,-1.46,4.81,32.15,0.0,0.0,6.625,6.021,5.799,5.578,5.643,5.733813165848285,5.731141757057779
0.6,0.6,3969.0,-1.17,4.72,38.74,0.0,0.0,5.999,5.352,5.176,5.032,5.128,5.189795525681127,5.16741407888079
0.6,0.7,4386.0,-0.87,4.67,44.52,0.0,0.0,5.382,4.757,4.64,4.577,4.686,4.757568559079013,4.720937416312311
0.6,0.8,4821.0,-0.6,4.62,50.26,0.0,0.003,4.834,4.327,4.242,4.198,4.281,4.3737615801796235,4.335253028966732
0.6,0.9,5212.0,-0.36,4.57,56.9,0.0,0.0797,4.349,3.936,3.87,3.837,3.898,4.0304641898575015,3.9914191542051123
0.6,1.0,5580.0,-0.14,4.51,64.26,0.0,0.307,3.911,3.568,3.518,3.495,3.536,3.688422918889705,3.6489011668840794
0.6,1.1,5906.0,0.07,4.44,72.87,0.0,0.574,3.499,3.213,3.17,3.154,3.179,3.3432692553816845,3.3033870267812473
0.6,1.2,6182.0,0.26,4.36,82.9,0.0,0.77,3.117,2.87,2.835,2.823,2.832,2.9967678263453705,2.956779515417969
0.6,1.3,6446.0,0.44,4.3,93.1,0.0,0.88,2.773,2.563,2.532,2.523,2.522,2.712594136694873,2.672658577084363
0.6,1.4,6730.0,0.59,4.25,102.23,0.0,0.938,2.48,2.305,2.279,2.273,2.267,2.4594248372551415,2.41971231299426
0.7,0.04,1307.0,-4.58,5.03,7.05,0.0,1.0,14.194,13.254,12.977,11.491,12.349,11.10766891000255,11.647027363423863
0.7,0.05,1513.0,-4.34,5.14,6.89,0.0,0.935,14.102,12.949,12.109,10.922,11.589,10.854154035680601,11.035916271140195
0.7,0.06,1781.0,-4.07,5.24,6.8,0.0,0.0001,13.143,12.214,11.487,10.399,11.025,10.42017603152674,10.55733664152655
0.7,0.08,2456.0,-3.44,5.29,7.37,0.0,0.0,11.102,10.602,10.282,9.655,10.112,9.685973163464833,9.798047115547584
0.7,0.09,2663.0,-3.23,5.27,8.04,0.0,0.0,10.621,10.13,9.807,9.282,9.534,9.352080245486293,9.437400478354585
0.7,0.1,2814.0,-3.06,5.24,8.77,0.0,0.0,10.269,9.751,9.434,8.964,9.127,9.05296217016722,9.120185008616946
0.7,0.2,3260.0,-2.32,5.06,15.21,0.0,0.0,8.625,8.08,7.812,7.471,7.522,7.5848084805563465,7.618195461122568
0.7,0.3,3415.0,-1.99,4.98,20.36,0.0,0.0,7.856,7.296,7.043,6.742,6.785,6.860741009182351,6.88277802493078
0.7,0.4,3521.0,-1.72,4.9,25.95,0.0,0.0,7.231,6.655,6.414,6.145,6.193,6.288066442130135,6.300787813836162
0.7,0.5,3680.0,-1.46,4.81,32.18,0.0,0.0,6.624,6.019,5.798,5.576,5.641,5.734317069599598,5.731733890651923
0.7,0.6,3968.0,-1.17,4.72,38.78,0.0,0.0,5.997,5.35,5.174,5.031,5.126,5.190202843012962,5.167878933866531
0.7,0.7,4385.0,-0.87,4.67,44.57,0.0,0.0,5.38,4.755,4.638,4.575,4.684,4.757845751797736,4.721226603032714
0.7,0.8,4822.0,-0.6,4.62,50.31,0.0,0.0028,4.831,4.325,4.239,4.195,4.279,4.373513879117981,4.335003784822925
0.7,0.9,5214.0,-0.36,4.57,56.98,0.0,0.0793,4.345,3.932,3.867,3.834,3.895,4.030022675539264,3.99097465915397
0.7,1.0,5583.0,-0.13,4.51,64.39,0.0,0.306,3.905,3.563,3.512,3.49,3.531,3.687800251062704,3.648272686673856
0.7,1.1,5908.0,0.08,4.44,73.11,0.0,0.574,3.492,3.205,3.163,3.147,3.171,3.3428979266440177,3.3030132187144856
0.7,1.2,6183.0,0.27,4.36,83.28,0.0,0.77,3.106,2.86,2.824,2.813,2.822,2.996583650917082,2.9565952174960874
0.7,1.3,6444.0,0.44,4.29,93.73,0.0,0.88,2.759,2.549,2.518,2.509,2.508,2.6880720901263166,2.6481387110701675
0.7,1.4,6721.0,0.6,4.24,103.21,0.0,0.938,2.462,2.286,2.26,2.254,2.248,2.4360631312432766,2.3963462454736826
0.8,0.05,1443.0,-4.44,5.16,6.81,0.0,0.929,14.128,13.054,12.4,11.163,11.917,11.020452982891296,11.298597308411157
0.8,0.06,1716.0,-4.15,5.25,6.71,0.0,0.0,13.552,12.49,11.639,10.495,11.121,10.4895362942932,10.626166523658478
0.8,0.08,2436.0,-3.47,5.3,7.28,0.0,0.0,11.155,10.655,10.338,9.698,10.181,9.727091517659582,9.841750180948669
0.8,0.09,2656.0,-3.24,5.27,7.98,0.0,0.0,10.646,10.154,9.831,9.303,9.561,9.357271799122552,9.443444059737882
0.8,0.1,2812.0,-3.06,5.24,8.75,0.0,0.0,10.277,9.759,9.442,8.971,9.135,9.054225638922475,9.121544890597296
0.8,0.2,3260.0,-2.32,5.06,15.21,0.0,0.0,8.625,8.08,7.811,7.471,7.522,7.5848084805563465,7.618195461122568
0.8,0.3,3415.0,-1.99,4.98,20.36,0.0,0.0,7.855,7.295,7.042,6.741,6.784,6.860741009182351,6.88277802493078
0.8,0.4,3521.0,-1.72,4.89,26.01,0.0,0.0,7.227,6.652,6.41,6.141,6.189,6.262791623173811,6.275477449265166
0.8,0.5,3680.0,-1.46,4.81,32.21,0.0,0.0,6.622,6.018,5.796,5.575,5.64,5.734317069599598,5.731733890651923
0.8,0.6,3968.0,-1.17,4.72,38.81,0.0,0.0,5.996,5.349,5.172,5.029,5.124,5.190202843012962,5.167878933866531
0.8,0.7,4386.0,-0.87,4.67,44.61,0.0,0.0,5.378,4.753,4.636,4.573,4.682,4.757568559079013,4.720937416312311
0.8,0.8,4823.0,-0.6,4.62,50.36,0.0,0.0025,4.828,4.322,4.237,4.193,4.276,4.373266234554245,4.334754597883056
0.8,0.9,5216.0,-0.36,4.56,57.06,0.0,0.0788,4.341,3.929,3.863,3.83,3.891,4.004668502519613,3.9656217569292
0.8,1.0,5586.0,-0.13,4.5,64.52,0.0,0.306,3.899,3.558,3.507,3.485,3.526,3.6622875031023887,3.622760648156662
0.8,1.1,5910.0,0.08,4.43,73.34,0.0,0.574,3.484,3.198,3.156,3.14,3.164,3.317601904284231,3.2777225290405534
0.8,1.2,6184.0,0.27,4.36,83.67,0.0,0.77,3.096,2.85,2.814,2.802,2.811,2.99639950672551,2.9564109508524856
0.8,1.3,6442.0,0.45,4.29,94.35,0.0,0.88,2.746,2.535,2.504,2.495,2.494,2.688434164040221,2.6484984309031487
0.8,1.4,6705.0,0.61,4.23,104.56,0.0,0.938,2.438,2.261,2.234,2.228,2.223,2.413891870716167,2.374166732128166
0.9,0.05,1401.0,-4.49,5.16,6.75,0.0,0.926,14.151,13.125,12.586,11.288,12.085,11.05880584151411,11.432025530995224
0.9,0.06,1635.0,-4.24,5.26,6.63,0.0,0.0,13.97,12.82,11.899,10.651,11.28,10.667596642264863,10.822994915832282
0.9,0.08,2414.0,-3.49,5.31,7.19,0.0,0.0,11.212,10.713,10.4,9.745,10.259,9.770006091867476,9.887663381467426
0.9,0.09,2650.0,-3.24,5.28,7.95,0.0,0.0,10.665,10.172,9.849,9.318,9.581,9.386642115437859,9.473529492622376
0.9,0.1,2811.0,-3.06,5.24,8.74,0.0,0.0,10.281,9.763,9.446,8.975,9.14,9.054857925089086,9.1222254708396
0.9,0.2,3261.0,-2.32,5.06,15.21,0.0,0.0,8.624,8.08,7.811,7.471,7.522,7.584209543544885,7.617531162179256
0.9,0.3,3415.0,-1.99,4.98,20.37,0.0,0.0,7.854,7.294,7.041,6.74,6.783,6.860741009182351,6.88277802493078
0.9,0.4,3520.0,-1.72,4.89,26.05,0.0,0.0,7.224,6.648,6.407,6.138,6.185,6.263372317364702,6.276149456780492
0.9,0.5,3680.0,-1.46,4.81,32.24,0.0,0.0,6.621,6.016,5.794,5.573,5.638,5.734317069599598,5.731733890651923
0.9,0.6,3968.0,-1.17,4.72,38.85,0.0,0.0,5.994,5.347,5.171,5.027,5.122,5.190202843012962,5.167878933866531
0.9,0.7,4386.0,-0.87,4.67,44.64,0.0,0.0,5.376,4.751,4.634,4.572,4.68,4.757568559079013,4.720937416312311
0.9,0.8,4824.0,-0.6,4.62,50.41,0.0,0.0024,4.826,4.32,4.235,4.191,4.274,4.373018646462646,4.334505468120872
0.9,0.9,5218.0,-0.35,4.56,57.14,0.0,0.0784,4.337,3.925,3.86,3.827,3.887,4.0042292471312715,3.9651792473525505
0.9,1.0,5589.0,-0.13,4.5,64.65,0.0,0.306,3.894,3.553,3.502,3.48,3.521,3.661665485907619,3.6221328276002343
0.9,1.1,5913.0,0.08,4.43,73.58,0.0,0.574,3.476,3.19,3.148,3.132,3.156,3.317045300926048,3.2771622081380505
0.9,1.2,6186.0,0.28,4.35,84.08,0.0,0.77,3.085,2.839,2.803,2.792,2.8,2.971128601718314,2.931146642475842
0.9,1.3,6440.0,0.45,4.28,94.98,0.0,0.88,2.732,2.521,2.49,2.481,2.48,2.6638922598105457,2.623962558253819
0.9,1.4,6695.0,0.61,4.22,105.62,0.0,0.938,2.42,2.242,2.214,2.208,2.203,2.3906350460031494,2.3509166329318982
1.0,0.05,1383.0,-4.52,5.17,6.7,0.0,0.923,14.175,13.184,12.708,11.364,12.148,11.117736436424506,11.506683269217685
1.0,0.06,1584.0,-4.3,5.26,6.58,0.0,0.0,14.161,12.98,12.048,10.81,11.351,10.801573875697365,10.937989098655292
1.0,0.09,2648.0,-3.25,5.28,7.93,0.0,0.0,10.674,10.18,9.857,9.326,9.59,9.388135992617544,9.475270569505685
1.0,0.1,2810.0,-3.06,5.24,8.73,0.0,0.0,10.284,9.766,9.449,8.978,9.142,9.055490579686591,9.122906477962765
1.0,0.2,3261.0,-2.32,5.06,15.21,0.0,0.0,8.624,8.08,7.811,7.471,7.522,7.584209543544885,7.617531162179256
1.0,0.3,3415.0,-1.99,4.98,20.39,0.0,0.0,7.853,7.293,7.039,6.739,6.781,6.860741009182351,6.88277802493078
1.0,0.4,3520.0,-1.72,4.89,26.08,0.0,0.0,7.222,6.646,6.404,6.136,6.183,6.263372317364702,6.276149456780492
1.0,0.5,3680.0,-1.46,4.8,32.26,0.0,0.0,6.619,6.014,5.793,5.571,5.637,5.709160524920163,5.706509713339384
1.0,0.6,3967.0,-1.16,4.72,38.88,0.0,0.0,5.992,5.345,5.169,5.025,5.121,5.190610313208518,5.168343987963915
1.0,0.7,4387.0,-0.87,4.67,44.69,0.0,0.0,5.373,4.748,4.632,4.569,4.678,4.757291437110619,4.720648306596516
1.0,0.8,4826.0,-0.6,4.62,50.45,0.0,0.0022,4.823,4.317,4.232,4.188,4.272,4.372539692726567,4.334027358006517
1.0,0.9,5220.0,-0.35,4.56,57.21,0.0,0.078,4.333,3.922,3.856,3.823,3.884,4.003790169380252,3.964736918054456
1.0,1.0,5592.0,-0.13,4.5,64.77,0.0,0.306,3.888,3.548,3.498,3.475,3.516,3.6610438248618564,3.621505369867549
1.0,1.1,5916.0,0.09,4.43,73.91,0.0,0.574,3.465,3.18,3.138,3.122,3.146,3.3164711314068067,3.2765839996819186
1.0,1.2,6187.0,0.28,4.35,84.48,0.0,0.77,3.074,2.828,2.793,2.781,2.79,2.970944534681772,2.9309624519403505
1.0,1.3,6438.0,0.46,4.28,95.62,0.0,0.88,2.718,2.506,2.475,2.467,2.466,2.6642444903134272,2.624314359434447
1.0,1.4,6684.0,0.62,4.21,106.71,0.0,0.938,2.401,2.222,2.194,2.188,2.182,2.3674648989449176,2.3277667175752708
2.0,0.06,1379.0,-4.59,5.31,6.26,0.0,0.0,14.236,13.332,12.956,11.548,12.232,11.265828605126533,11.695936104805016
2.0,0.07,1720.0,-4.19,5.36,6.36,0.0,0.0,13.586,12.577,11.776,10.658,11.28,10.654310024456862,10.784060700949246
2.0,0.072,1811.0,-4.09,5.37,6.4,0.0,0.0,13.023,12.23,11.615,10.549,11.208,10.583656775125839,10.718555551657126
2.0,0.09,2643.0,-3.25,5.28,7.9,0.0,0.0,10.689,10.194,9.872,9.338,9.606,9.391856413699376,9.47960945371642
2.0,0.1,2810.0,-3.06,5.24,8.72,0.0,0.0,10.286,9.767,9.45,8.979,9.144,9.055490579686591,9.122906477962765
2.0,0.2,3261.0,-2.32,5.06,15.22,0.0,0.0,8.623,8.078,7.81,7.469,7.52,7.584209543544885,7.617531162179256
2.0,0.3,3415.0,-1.98,4.97,20.53,0.0,0.0,7.837,7.276,7.023,6.723,6.765,6.835413238934235,6.857451879512969
2.0,0.4,3519.0,-1.71,4.89,26.25,0.0,0.0,7.209,6.632,6.391,6.122,6.169,6.263953322299765,6.276821880486967
2.0,0.5,3679.0,-1.45,4.8,32.44,0.0,0.0,6.608,6.002,5.781,5.559,5.624,5.70966458994839,5.707102047696524
2.0,0.6,3969.0,-1.16,4.72,39.08,0.0,0.0,5.98,5.332,5.156,5.013,5.109,5.189795525681127,5.16741407888079
2.0,0.7,4396.0,-0.86,4.66,44.93,0.0,0.0,5.355,4.732,4.617,4.555,4.663,4.729872429887493,4.693087460574599
2.0,0.8,4842.0,-0.59,4.61,50.87,0.0,0.001,4.795,4.294,4.21,4.166,4.249,4.343786909052083,4.305292952957942
2.0,0.9,5244.0,-0.33,4.55,57.99,0.0,0.0734,4.292,3.886,3.822,3.789,3.848,3.9736197921674177,3.9345322241590748
2.0,1.0,5627.0,-0.1,4.48,66.21,0.0,0.306,3.825,3.491,3.442,3.421,3.459,3.603870131064376,3.564340449594127
2.0,1.1,5945.0,0.13,4.4,76.66,0.0,0.574,3.375,3.095,3.053,3.037,3.06,3.2361280461513013,3.1962247820553085
2.0,1.2,6202.0,0.33,4.3,89.37,0.0,0.77,2.947,2.704,2.668,2.657,2.664,2.8436707417191043,2.8037222005424023
2.0,1.3,6403.0,0.52,4.2,103.89,0.0,0.88,2.55,2.335,2.303,2.294,2.294,2.471280701907044,2.4313950668106696
2.0,1.4,6464.0,0.68,4.09,122.86,0.0,0.938,2.166,1.961,1.929,1.92,1.917,2.10622108249152,2.0664190817075094
3.0,0.06,1313.0,-4.7,5.33,6.07,0.0,0.0,14.355,13.583,13.394,11.83,12.439,11.435779698355603,11.962885115585573
3.0,0.07,1650.0,-4.27,5.37,6.3,0.0,0.0,13.948,12.856,12.003,10.791,11.452,10.769970437593308,10.930509800023856
3.0,0.072,1793.0,-4.11,5.37,6.38,0.0,0.0,13.132,12.303,11.65,10.576,11.218,10.58989509809545,10.722330666059943
3.0,0.09,2644.0,-3.25,5.28,7.9,0.0,0.0,10.689,10.194,9.871,9.338,9.606,9.39112992748295,9.478761121650892
3.0,0.1,2810.0,-3.06,5.24,8.72,0.0,0.0,10.285,9.767,9.45,8.979,9.143,9.055490579686591,9.122906477962765
3.0,0.2,3261.0,-2.32,5.06,15.23,0.0,0.0,8.62,8.075,7.807,7.467,7.518,7.584209543544885,7.617531162179256
3.0,0.3,3416.0,-1.97,4.97,20.7,0.0,0.0,7.819,7.258,7.005,6.706,6.748,6.834861849784227,6.856814358382514
3.0,0.4,3520.0,-1.71,4.88,26.32,0.0,0.0,7.202,6.625,6.384,6.115,6.162,6.238097420984867,6.250838988829135
3.0,0.5,3679.0,-1.45,4.8,32.56,0.0,0.0,6.6,5.994,5.772,5.551,5.617,5.70966458994839,5.707102047696524
3.0,0.6,3974.0,-1.15,4.71,39.21,0.0,0.0,5.969,5.32,5.145,5.004,5.1,5.162668510759279,5.139938678702024
3.0,0.7,4407.0,-0.85,4.66,45.13,0.0,0.0,5.338,4.717,4.603,4.542,4.65,4.726834160159942,4.689975104063333
3.0,0.8,4859.0,-0.57,4.61,51.25,0.0,0.0005,4.769,4.272,4.19,4.146,4.227,4.339738302092446,4.301251394044115
3.0,0.9,5270.0,-0.31,4.54,58.79,0.0,0.0702,4.249,3.848,3.785,3.753,3.811,3.9430391695482796,3.9039144197965987
3.0,1.0,5661.0,-0.06,4.46,67.79,0.0,0.306,3.759,3.431,3.383,3.362,3.399,3.5469303515276973,3.507428971691999
3.0,1.1,5974.0,0.17,4.36,80.15,0.0,0.574,3.268,2.992,2.951,2.936,2.956,3.1309031770725095,3.09099198417279
3.0,1.2,6191.0,0.39,4.24,95.81,0.0,0.77,2.8,2.556,2.52,2.508,2.516,2.696278433595431,2.6563711321130135
3.0,1.3,6177.0,0.56,4.1,117.25,0.0,0.88,2.368,2.123,2.087,2.074,2.081,2.263320151067209,2.223511019224472
4.0,0.07,1631.0,-4.29,5.37,6.29,0.0,0.0,14.041,12.924,12.047,10.841,11.44,10.857132788932534,11.008048470444187
4.0,0.072,1790.0,-4.12,5.37,6.38,0.0,0.0,13.153,12.316,11.656,10.579,11.222,10.591532733384437,10.724122521054266
4.0,0.09,2644.0,-3.25,5.28,7.9,0.0,0.0,10.688,10.193,9.87,9.337,9.605,9.39112992748295,9.478761121650892
4.0,0.1,2811.0,-3.06,5.24,8.72,0.0,0.0,10.284,9.766,9.449,8.978,9.143,9.054857925089086,9.1222254708396
