# !  MKO filter system                                                                                                                                                                                    



#   t (Gyr) =  0.001
#---------------------------------------------------------------------------------------------------------------------------

age_Gyr  M_Msun   Teff(K)   L/Ls  lg(g)   R(Gm)   D      Li            J             H            Ks        Lprime             M'          
5.000  0.9500  5234.   -0.17   4.40   7.06  0.0000  0.6850         3.867         3.467         3.397         3.367         3.431  
5.000  1.0000  5399.   -0.03   4.34   7.79  0.0000  0.7890         3.573         3.203         3.143         3.118         3.174  
5.000  1.0500  5551.    0.12   4.27   8.69  0.0000  0.8560         3.267         2.926         2.871         2.849         2.899  
5.000  1.1000  5665.    0.25   4.19   9.73  0.0000  0.9020         2.973         2.650         2.600         2.582         2.626  
5.000  1.1500  5632.    0.34   4.10  10.96  0.0000  0.9330         2.729         2.401         2.350         2.330         2.376  
6.000  0.0200   450.   -6.49   4.79   0.66  0.0000  1.0000        19.710        20.196        22.817        16.095        14.583  
6.000  0.0300   580.   -6.10   5.02   0.62  0.0000  1.0000        19.710        20.196        22.817        16.095        14.583  
6.000  0.0400   716.   -5.78   5.19   0.59  0.0000  1.0000        19.710        20.196        22.817        16.095        14.583  
6.000  0.0500   885.   -5.45   5.32   0.56  0.0000  0.9420        15.776        16.092        16.679        13.528        13.372  
6.000  0.0600  1070.   -5.15   5.43   0.55  0.0000  0.0000        14.905        15.137        15.461        12.976        13.046  
6.000  0.0700  1463.   -4.59   5.48   0.56  0.0000  0.0000        13.961        13.354        13.301        11.724        12.229  
6.000  0.0720  1669.   -4.33   5.46   0.57  0.0000  0.0000        14.168        13.030        12.201        10.881        11.350  
6.000  0.0750  2001.   -3.95   5.41   0.62  0.0000  0.0000        12.838        11.987        11.437        10.415        10.494  
6.000  0.0800  2321.   -3.60   5.35   0.69  0.0000  0.0000        11.529        10.977        10.675         9.923        10.128  
6.000  0.0900  2623.   -3.27   5.29   0.78  0.0000  0.0000        10.775        10.249         9.938         9.374         9.548  
6.000  0.1000  2785.   -3.08   5.25   0.87  0.0000  0.0000        10.372         9.830         9.514         9.021         9.140  
6.000  0.1100  2921.   -2.93   5.22   0.94  0.0000  0.0000        10.054         9.501         9.190         8.745         8.825  
6.000  0.1300  3055.   -2.73   5.17   1.08  0.0000  0.0000         9.608         9.047         8.746         8.344         8.392  
6.000  0.1500  3151.   -2.58   5.13   1.21  0.0000  0.0000         9.263         8.698         8.407         8.033         8.066  
6.000  0.1750  3236.   -2.43   5.10   1.36  0.0000  0.0000         8.921         8.353         8.070         7.720         7.747  
6.000  0.2000  3292.   -2.31   5.07   1.51  0.0000  0.0000         8.642         8.070         7.794         7.459         7.484  
6.000  0.2500  3377.   -2.11   5.01   1.80  0.0000  0.0000         8.181         7.604         7.336         7.024         7.047  
6.000  0.3000  3436.   -1.96   4.96   2.08  0.0000  0.0000         7.811         7.228         6.966         6.671         6.697  
6.000  0.3500  3475.   -1.83   4.92   2.35  0.0000  0.0000         7.515         6.928         6.670         6.385         6.415  
6.000  0.4000  3522.   -1.71   4.89   2.63  0.0000  0.0000         7.234         6.643         6.389         6.116         6.150  
6.000  0.4500  3582.   -1.59   4.84   2.92  0.0000  0.0000         6.955         6.358         6.109         5.852         5.890  
6.000  0.5000  3650.   -1.46   4.80   3.26  0.0000  0.0000         6.660         6.057         5.815         5.574         5.620  
6.000  0.5700  3806.   -1.26   4.73   3.77  0.0000  0.0000         6.220         5.601         5.380         5.177         5.237  
6.000  0.6000  3897.   -1.17   4.70   3.99  0.0000  0.0000         6.023         5.395         5.189         5.011         5.080  
6.000  0.6200  3965.   -1.11   4.68   4.14  0.0000  0.0000         5.892         5.257         5.063         4.904         4.980  
6.000  0.7000  4248.   -0.87   4.61   4.75  0.0000  0.0000         5.357         4.723         4.579         4.488         4.593  
6.000  0.7500  4472.   -0.72   4.58   5.11  0.0000  0.0070         5.024         4.422         4.308         4.256         4.365  
6.000  0.8000  4668.   -0.57   4.54   5.54  0.0000  0.1010         4.713         4.167         4.069         4.026         4.122  
6.000  0.8500  4862.   -0.43   4.49   6.04  0.0000  0.3130         4.407         3.918         3.830         3.791         3.874  
6.000  0.9000  5068.   -0.28   4.44   6.57  0.0000  0.5260         4.109         3.671         3.594         3.559         3.632  
6.000  0.9500  5258.   -0.14   4.38   7.24  0.0000  0.6850         3.799         3.403         3.335         3.306         3.370  
6.000  1.0000  5421.    0.02   4.30   8.12  0.0000  0.7890         3.475         3.109         3.049         3.025         3.081  
6.000  1.0500  5555.    0.17   4.22   9.21  0.0000  0.8560         3.140         2.800         2.745         2.723         2.773  
6.000  1.1000  5536.    0.27   4.13  10.45  0.0000  0.9020         2.875         2.530         2.476         2.454         2.505  
7.000  0.0200   431.   -6.57   4.79   0.65  0.0000  1.0000        20.065        20.522        23.379        16.306        14.709  
7.000  0.0300   556.   -6.18   5.02   0.62  0.0000  1.0000        20.065        20.522        23.379        16.306        14.709  
7.000  0.0400   688.   -5.85   5.19   0.59  0.0000  1.0000        20.065        20.522        23.379        16.306        14.709  
7.000  0.0500   847.   -5.53   5.33   0.56  0.0000  0.9420        16.029        16.353        17.053        13.690        13.455  
7.000  0.0600  1029.   -5.22   5.43   0.54  0.0000  0.0000        15.112        15.372        15.734        13.117        13.115  
7.000  0.0700  1411.   -4.66   5.48   0.55  0.0000  0.0000        14.060        13.531        13.572        11.904        12.330  
7.000  0.0720  1632.   -4.38   5.47   0.57  0.0000  0.0000        13.872        13.002        12.468        11.116        11.589  
7.000  0.0750  1998.   -3.95   5.41   0.62  0.0000  0.0000        12.848        11.998        11.448        10.425        10.505  
7.000  0.0800  2321.   -3.60   5.35   0.69  0.0000  0.0000        11.528        10.976        10.674         9.922        10.127  
7.000  0.0900  2623.   -3.27   5.29   0.78  0.0000  0.0000        10.775        10.249         9.937         9.374         9.547  
7.000  0.1000  2785.   -3.08   5.25   0.87  0.0000  0.0000        10.372         9.829         9.513         9.021         9.140  
7.000  0.1100  2921.   -2.93   5.22   0.94  0.0000  0.0000        10.053         9.500         9.190         8.744         8.825  
7.000  0.1300  3056.   -2.73   5.17   1.08  0.0000  0.0000         9.607         9.046         8.746         8.344         8.392  
7.000  0.1500  3151.   -2.58   5.13   1.21  0.0000  0.0000         9.262         8.697         8.406         8.032         8.064  
7.000  0.1750  3236.   -2.43   5.10   1.36  0.0000  0.0000         8.919         8.350         8.068         7.718         7.745  
7.000  0.2000  3293.   -2.31   5.06   1.51  0.0000  0.0000         8.638         8.066         7.789         7.455         7.479  
7.000  0.2500  3378.   -2.11   5.01   1.81  0.0000  0.0000         8.173         7.595         7.327         7.016         7.039  
7.000  0.3000  3436.   -1.95   4.96   2.09  0.0000  0.0000         7.801         7.219         6.956         6.661         6.687  
7.000  0.3500  3475.   -1.83   4.92   2.36  0.0000  0.0000         7.506         6.919         6.661         6.376         6.406  
7.000  0.4000  3523.   -1.71   4.89   2.63  0.0000  0.0000         7.230         6.639         6.385         6.113         6.147  
7.000  0.4500  3583.   -1.59   4.84   2.93  0.0000  0.0000         6.951         6.354         6.105         5.848         5.886  
7.000  0.5000  3651.   -1.46   4.79   3.27  0.0000  0.0000         6.655         6.051         5.810         5.569         5.614  
7.000  0.5700  3810.   -1.26   4.72   3.78  0.0000  0.0000         6.213         5.593         5.372         5.171         5.231  
7.000  0.6000  3900.   -1.17   4.70   4.00  0.0000  0.0000         6.014         5.385         5.180         5.002         5.072  
7.000  0.6200  3968.   -1.11   4.68   4.15  0.0000  0.0000         5.881         5.246         5.053         4.894         4.971  
7.000  0.7000  4257.   -0.86   4.61   4.77  0.0000  0.0000         5.339         4.706         4.563         4.474         4.580  
7.000  0.7500  4483.   -0.71   4.58   5.14  0.0000  0.0057         5.001         4.403         4.290         4.238         4.347  
7.000  0.8000  4682.   -0.56   4.53   5.59  0.0000  0.0984         4.684         4.142         4.045         4.003         4.098  
7.000  0.8500  4881.   -0.41   4.48   6.12  0.0000  0.3120         4.369         3.885         3.798         3.760         3.842  
7.000  0.9000  5091.   -0.26   4.42   6.70  0.0000  0.5260         4.054         3.622         3.546         3.512         3.584  
7.000  0.9500  5281.   -0.10   4.35   7.47  0.0000  0.6850         3.719         3.328         3.261         3.234         3.297  
7.000  1.0000  5439.    0.06   4.26   8.51  0.0000  0.7890         3.365         3.002         2.944         2.920         2.975  
7.000  1.0500  5518.    0.22   4.16   9.87  0.0000  0.8560         3.006         2.658         2.603         2.581         2.634  
8.000  0.0200   414.   -6.64   4.80   0.65  0.0000  1.0000        20.386        20.816        23.886        16.495        14.823  
8.000  0.0300   536.   -6.24   5.02   0.61  0.0000  1.0000        20.386        20.816        23.886        16.495        14.823  
8.000  0.0400   668.   -5.91   5.19   0.58  0.0000  1.0000        20.386        20.816        23.886        16.495        14.823  
8.000  0.0500   818.   -5.60   5.33   0.56  0.0000  0.9420        16.223        16.554        17.341        13.815        13.518  
8.000  0.0600   995.   -5.29   5.44   0.54  0.0000  0.0000        15.286        15.566        15.967        13.235        13.176  
8.000  0.0700  1366.   -4.72   5.49   0.55  0.0000  0.0000        14.151        13.708        13.807        12.059        12.483  
8.000  0.0720  1602.   -4.41   5.47   0.57  0.0000  0.0000        13.626        12.979        12.690        11.312        11.784  
8.000  0.0750  1997.   -3.95   5.41   0.62  0.0000  0.0000        12.851        12.004        11.454        10.430        10.511  
8.000  0.0800  2321.   -3.60   5.35   0.69  0.0000  0.0000        11.527        10.975        10.673         9.922        10.127  
8.000  0.0900  2624.   -3.27   5.29   0.78  0.0000  0.0000        10.774        10.248         9.936         9.373         9.546  
8.000  0.1000  2785.   -3.08   5.25   0.87  0.0000  0.0000        10.371         9.828         9.513         9.020         9.139  
8.000  0.1100  2921.   -2.93   5.22   0.94  0.0000  0.0000        10.053         9.500         9.189         8.744         8.824  
8.000  0.1300  3056.   -2.73   5.17   1.08  0.0000  0.0000         9.606         9.046         8.745         8.343         8.391  
8.000  0.1500  3152.   -2.58   5.13   1.21  0.0000  0.0000         9.261         8.696         8.405         8.031         8.064  
8.000  0.1750  3237.   -2.43   5.10   1.37  0.0000  0.0000         8.917         8.348         8.065         7.716         7.743  
8.000  0.2000  3293.   -2.31   5.06   1.52  0.0000  0.0000         8.633         8.061         7.784         7.450         7.474  
8.000  0.2500  3378.   -2.11   5.00   1.82  0.0000  0.0000         8.164         7.587         7.319         7.007         7.030  
8.000  0.3000  3436.   -1.95   4.96   2.10  0.0000  0.0000         7.794         7.211         6.949         6.654         6.680  
8.000  0.3500  3475.   -1.83   4.92   2.37  0.0000  0.0000         7.498         6.912         6.653         6.369         6.399  
8.000  0.4000  3523.   -1.71   4.88   2.63  0.0000  0.0000         7.227         6.636         6.381         6.109         6.143  
8.000  0.4500  3583.   -1.59   4.84   2.93  0.0000  0.0000         6.947         6.350         6.101         5.844         5.882  
8.000  0.5000  3652.   -1.46   4.79   3.27  0.0000  0.0000         6.650         6.046         5.805         5.564         5.610  
8.000  0.5700  3812.   -1.26   4.72   3.79  0.0000  0.0000         6.205         5.585         5.364         5.164         5.224  
8.000  0.6000  3905.   -1.16   4.69   4.01  0.0000  0.0000         6.004         5.375         5.171         4.995         5.065  
8.000  0.6200  3973.   -1.10   4.68   4.16  0.0000  0.0000         5.871         5.235         5.043         4.886         4.963  
